ville,Emmanuel Macron,Marine Le Pen
Montzéville,47.78,52.22
Moranville,43.08,56.92
Morgemoulin,35.9,64.1
Chanteraine,57.63,42.37
Morley,38.89,61.11
Mouilly,45.71,54.29
Moulainville,57.33,42.67
Moulins-Saint-Hubert,34.12,65.88
Moulotte,8.33,91.67
Mouzay,50.67,49.33
Murvaux,49.37,50.63
Val-d'Ornain,55.48,44.52
Muzeray,50.88,49.12
Naives-en-Blois,48.39,51.61
Naives-Rosières,57.29,42.71
Naix-aux-Forges,37.5,62.5
Nançois-le-Grand,34.21,65.79
Nançois-sur-Ornain,52.58,47.42
Nant-le-Grand,60.47,39.53
Nant-le-Petit,49.02,50.98
Nantillois,32.0,68.0
Nantois,30.91,69.09
Nepvant,55.81,44.19
Nettancourt,36.75,63.25
Le Neufour,48.94,51.06
Neuville-en-Verdunois,44.12,55.88
Neuville-lès-Vaucouleurs,46.99,53.01
Neuville-sur-Ornain,50.48,49.52
Neuvilly-en-Argonne,53.91,46.09
Nicey-sur-Aire,59.72,40.28
Nixéville-Blercourt,49.63,50.37
Nonsard-Lamarche,34.19,65.81
Nouillonpont,45.86,54.14
Noyers-Auzécourt,47.45,52.55
Nubécourt,49.64,50.36
Olizy-sur-Chiers,51.58,48.42
Ornes,0.0,100.0
Osches,61.54,38.46
Ourches-sur-Meuse,42.96,57.04
Pagny-la-Blanche-Côte,45.16,54.84
Pagny-sur-Meuse,46.53,53.47
Pareid,39.73,60.27
Parfondrupt,25.0,75.0
Les Paroches,56.5,43.5
Peuvillers,51.52,48.48
Pierrefitte-sur-Aire,62.8,37.2
Pillon,59.69,40.31
Pintheville,57.89,42.11
Pont-sur-Meuse,41.67,58.33
Pouilly-sur-Meuse,43.75,56.25
Pretz-en-Argonne,46.43,53.57
Quincy-Landzécourt,68.49,31.51
Rambluzin-et-Benoite-Vaux,33.87,66.13
Rambucourt,34.51,65.49
Rancourt-sur-Ornain,47.12,52.88
Ranzières,51.16,48.84
Rarécourt,69.23,30.77
Récicourt,42.72,57.28
Récourt-le-Creux,40.43,59.57
Reffroy,29.41,70.59
Regnéville-sur-Meuse,60.0,40.0
Rembercourt-Sommaisne,63.45,36.55
Remennecourt,33.33,66.67
Remoiville,46.58,53.42
Resson,58.49,41.51
Revigny-sur-Ornain,48.82,51.18
Réville-aux-Bois,46.05,53.95
Riaville,48.28,51.72
Ribeaucourt,35.71,64.29
Richecourt,38.24,61.76
Rigny-la-Salle,48.13,51.87
Rigny-Saint-Martin,4.17,95.83
Robert-Espagne,41.76,58.24
Les Roises,35.29,64.71
Romagne-sous-les-Côtes,40.85,59.15
Romagne-sous-Montfaucon,34.94,65.06
Ronvaux,53.57,46.43
Raival,53.28,46.72
Rouvres-en-Woëvre,47.59,52.41
Rouvrois-sur-Meuse,32.63,67.37
Rouvrois-sur-Othain,61.54,38.46
Rumont,44.68,55.32
Rupt-aux-Nonains,46.39,53.61
Rupt-devant-Saint-Mihiel,40.74,59.26
Rupt-en-Woëvre,47.67,52.33
Rupt-sur-Othain,68.97,31.03
Saint-Amand-sur-Ornain,53.06,46.94
Saint-André-en-Barrois,61.76,38.24
Saint-Aubin-sur-Aire,66.32,33.68
Saint-Germain-sur-Meuse,36.81,63.19
Saint-Hilaire-en-Woëvre,57.45,42.55
Saint-Jean-lès-Buzy,33.96,66.04
Saint-Joire,44.52,55.48
Saint-Julien-sous-les-Côtes,40.79,59.21
Saint-Laurent-sur-Othain,44.84,55.16
Saint-Maurice-sous-les-Côtes,58.1,41.9
Saint-Mihiel,53.53,46.47
Saint-Pierrevillers,49.45,50.55
Saint-Remy-la-Calonne,47.06,52.94
Salmagne,56.28,43.72
Sampigny,48.78,51.22
Samogneux,33.33,66.67
Sassey-sur-Meuse,48.21,51.79
Saudrupt,45.38,54.62
Saulmory-et-Villefranche,34.69,65.31
Saulvaux,42.25,57.75
Saulx-lès-Champlon,51.85,48.15
Sauvigny,48.95,51.05
Sauvoy,41.03,58.97
Savonnières-devant-Bar,60.38,39.62
Savonnières-en-Perthois,38.74,61.26
Seigneulles,62.83,37.17
Senon,36.23,63.77
Senoncourt-les-Maujouy,47.37,52.63
Septsarges,46.88,53.13
Sepvigny,68.0,32.0
Seuzey,61.4,38.6
Silmont,53.93,46.07
Sivry-la-Perche,51.35,48.65
Sivry-sur-Meuse,53.98,46.02
Sommedieue,47.54,52.46
Sommeilles,45.37,54.63
Sommelonne,48.62,51.38
Sorbey,47.66,52.34
Sorcy-Saint-Martin,39.96,60.04
Les Souhesmes-Rampont,54.34,45.66
Souilly,47.26,52.74
Spincourt,47.19,52.81
Stainville,47.69,52.31
Stenay,53.12,46.88
Taillancourt,48.81,51.19
Tannois,44.64,55.36
Thierville-sur-Meuse,54.69,45.31
Thillombois,63.64,36.36
Thillot,50.94,49.06
Thonne-la-Long,53.13,46.88
Thonne-le-Thil,37.5,62.5
Thonne-les-Près,39.29,60.71
Thonnelle,51.47,48.53
Tilly-sur-Meuse,49.04,50.96
Trémont-sur-Saulx,50.72,49.28
Trésauvaux,54.55,45.45
Tréveray,42.81,57.19
Seuil-d'Argonne,47.92,52.08
Cousances-lès-Triconville,71.64,28.36
Tronville-en-Barrois,50.39,49.61
Troussey,48.43,51.57
Troyon,43.75,56.25
Ugny-sur-Meuse,46.55,53.45
Vacherauville,54.29,45.71
Vadelaincourt,37.14,62.86
Vadonville,40.29,59.71
Varennes-en-Argonne,56.32,43.68
Varnéville,18.18,81.82
Valbois,50.82,49.18
Vassincourt,44.59,55.41
Vaubecourt,51.05,48.95
Vaucouleurs,45.0,55.0
Vaudeville-le-Haut,69.44,30.56
Vaudoncourt,38.24,61.76
Vauquois,71.43,28.57
Vaux-devant-Damloup,55.32,44.68
Vaux-lès-Palameix,45.0,55.0
Vavincourt,57.19,42.81
Velaines,50.09,49.91
Velosnes,40.54,59.46
Verdun,61.47,38.53
Verneuil-Grand,38.81,61.19
Verneuil-Petit,33.96,66.04
Véry,65.31,34.69
Vigneulles-lès-Hattonchâtel,49.2,50.8
Vigneul-sous-Montmédy,59.38,40.63
Vignot,59.06,40.94
Villécloye,47.37,52.63
Ville-devant-Belrain,47.06,52.94
Ville-devant-Chaumont,39.47,60.53
Ville-en-Woëvre,45.16,54.84
Villeroy-sur-Méholle,53.85,46.15
Villers-aux-Vents,62.03,37.97
Villers-devant-Dun,46.67,53.33
Villers-le-Sec,63.75,36.25
Villers-lès-Mangiennes,41.18,58.82
Villers-sous-Pareid,43.59,56.41
Villers-sur-Meuse,38.14,61.86
Ville-sur-Cousances,54.76,45.24
Ville-sur-Saulx,40.0,60.0
Villotte-devant-Louppy,41.38,58.62
Villotte-sur-Aire,66.67,33.33
Vilosnes-Haraumont,34.29,65.71
Vittarville,52.17,47.83
Void-Vacon,41.45,58.55
Vouthon-Bas,27.66,72.34
Vouthon-Haut,24.0,76.0
Waly,62.86,37.14
Warcq,34.74,65.26
Watronville,49.02,50.98
Wavrille,53.57,46.43
Willeroncourt,34.43,65.57
Wiseppe,45.71,54.29
Woël,54.39,45.61
Woimbey,40.35,59.65
Xivray-et-Marvoisin,32.79,67.21
Allaire,67.09,32.91
Ambon,73.32,26.68
Arradon,85.77,14.23
Arzal,70.35,29.65
Arzon,76.85,23.15
Augan,66.79,33.21
Auray,76.55,23.45
Baden,77.61,22.39
Bangor,79.71,20.29
Baud,66.98,33.02
Béganne,66.25,33.75
Beignon,65.28,34.72
Belz,70.5,29.5
Berné,55.48,44.52
Berric,66.08,33.92
Bieuzy,67.47,32.53
Bignan,55.42,44.58
Billiers,78.41,21.59
Billio,48.07,51.93
Bohal,69.66,30.34
Brandérion,65.4,34.6
Brandivy,62.6,37.4
Brech,75.57,24.43
Bréhan,63.7,36.3
Brignac,63.21,36.79
Bubry,61.97,38.03
Buléon,57.3,42.7
Caden,71.95,28.05
Calan,66.72,33.28
Camoël,61.06,38.94
Camors,67.07,32.93
Campénéac,59.92,40.08
Carentoir,62.84,37.16
Carnac,75.22,24.78
Caro,66.72,33.28
Caudan,72.03,27.97
La Chapelle-Neuve,60.37,39.63
Cléguer,68.3,31.7
Cléguérec,73.27,26.73
Colpo,64.71,35.29
Concoret,64.93,35.07
Cournon,67.01,32.99
Le Cours,59.77,40.23
Crach,71.92,28.08
Crédin,62.85,37.15
Le Croisty,62.98,37.02
Croixanvec,48.28,51.72
La Croix-Helléan,64.54,35.46
Cruguel,49.3,50.7
Damgan,70.65,29.35
Elven,71.06,28.94
Erdeven,69.54,30.46
Etel,76.94,23.06
Evriguet,52.17,47.83
Le Faouët,69.64,30.36
Férel,67.59,32.41
Les Forges,56.14,43.86
Les Fougerêts,67.46,32.54
La Gacilly,68.65,31.35
Gâvres,75.37,24.63
Gestel,70.25,29.75
Gourhel,67.1,32.9
Gourin,66.48,33.52
Grand-Champ,70.51,29.49
La Grée-Saint-Laurent,57.79,42.21
Groix,76.47,23.53
Guégon,61.42,38.58
Guéhenno,54.97,45.03
Gueltas,57.92,42.08
Guémené-sur-Scorff,72.83,27.17
Guénin,58.25,41.75
Guer,63.15,36.85
Guern,62.3,37.7
Le Guerno,65.57,34.43
Guidel,74.37,25.63
Guillac,60.45,39.55
Guilliers,60.61,39.39
Guiscriff,60.32,39.68
Helléan,61.64,38.36
Hennebont,73.39,26.61
Le Hézo,76.17,23.83
Hoedic,77.17,22.83
Ile- d'Houat,85.95,14.05
Ile-aux-Moines,90.0,10.0
Ile-d'Arz,91.18,8.82
Inguiniel,60.77,39.23
Inzinzac-Lochrist,72.84,27.16
Josselin,70.93,29.07
Kerfourn,59.08,40.92
Kergrist,63.73,36.27
Kervignac,70.38,29.62
Landaul,66.24,33.76
Landévant,67.38,32.62
Lanester,71.99,28.01
Langoëlan,66.32,33.68
Langonnet,69.67,30.33
Languidic,66.91,33.09
Lanouée,64.18,35.82
Lantillac,55.95,44.05
Lanvaudan,65.79,34.21
Lanvénégen,64.1,35.9
Larmor-Baden,80.8,19.2
Larmor-Plage,81.5,18.5
Larré,61.97,38.03
Lauzach,65.73,34.27
Lignol,68.66,31.34
Limerzel,67.63,32.37
Lizio,73.66,26.34
Locmalo,70.16,29.84
Locmaria,81.31,18.69
Locmaria-Grand-Champ,65.55,34.45
Locmariaquer,76.25,23.75
Locminé,69.25,30.75
Locmiquélic,70.66,29.34
Locoal-Mendon,72.92,27.08
Locqueltas,68.92,31.08
Lorient,76.28,23.72
Loyat,62.06,37.94
Malansac,72.08,27.92
Malestroit,78.32,21.68
Malguénac,70.18,29.82
Marzan,65.32,34.68
Mauron,64.08,35.92
Melrand,65.5,34.5
Ménéac,55.15,44.85
Merlevenez,63.64,36.36
Meslan,61.68,38.32
Meucon,78.32,21.68
Missiriac,74.21,25.79
Mohon,52.33,47.67
Molac,62.53,37.47
Monteneuf,51.71,48.29
Monterblanc,69.03,30.97
Monterrein,58.54,41.46
Montertelot,66.96,33.04
Moréac,54.49,45.51
Moustoir-Ac,59.47,40.53
Muzillac,75.4,24.6
Evellys,62.08,37.92
Néant-sur-Yvel,63.46,36.54
Neulliac,70.12,29.88
Nivillac,71.08,28.92
Nostang,76.43,23.57
Noyal-Muzillac,68.94,31.06
Noyal-Pontivy,71.95,28.05
Le Palais,78.14,21.86
Péaule,65.31,34.69
Peillac,68.6,31.4
Pénestin,70.12,29.88
Persquen,65.85,34.15
Plaudren,64.52,35.48
Plescop,77.36,22.64
Pleucadeuc,68.15,31.85
Pleugriffet,51.33,48.67
Ploemel,71.4,28.6
Ploemeur,78.16,21.84
Ploërdut,68.15,31.85
Ploeren,75.69,24.31
Ploërmel,71.13,28.87
Plouay,68.35,31.65
Plougoumelen,76.95,23.05
Plouharnel,69.72,30.28
Plouhinec,68.2,31.8
Plouray,66.79,33.21
Pluherlin,63.72,36.28
Plumelec,61.45,38.55
Pluméliau,65.06,34.94
Plumelin,66.51,33.49
Plumergat,67.52,32.48
Pluneret,74.69,25.31
Pluvigner,69.55,30.45
Pontivy,77.0,23.0
Pont-Scorff,72.17,27.83
Porcaro,58.38,41.62
Port-Louis,73.45,26.55
Priziac,65.77,34.23
Questembert,70.35,29.65
Quéven,73.77,26.23
Quiberon,68.22,31.78
Quistinic,66.3,33.7
Radenac,46.59,53.41
Réguiny,61.15,38.85
Réminiac,54.3,45.7
Riantec,70.49,29.51
Rieux,68.22,31.78
La Roche-Bernard,80.16,19.84
Rochefort-en-Terre,77.36,22.64
Val d'Oust,66.23,33.77
Rohan,65.29,34.71
Roudouallec,62.47,37.53
Ruffiac,69.73,30.27
Le Saint,69.16,30.84
Saint-Abraham,77.39,22.61
Saint-Aignan,72.84,27.16
Saint-Allouestre,61.86,38.14
Saint-Armel,75.2,24.8
Saint-Avé,77.19,22.81
Saint-Barthélemy,69.29,30.71
Saint-Brieuc-de-Mauron,60.99,39.01
Sainte-Brigitte,62.0,38.0
Saint-Caradec-Trégomel,55.22,44.78
Saint-Congard,68.46,31.54
Saint-Dolay,69.6,30.4
Saint-Gérand,63.02,36.98
Saint-Gildas-de-Rhuys,76.29,23.71
Saint-Gonnery,64.5,35.5
Saint-Gorgon,65.28,34.72
Saint-Gravé,54.25,45.75
Saint-Guyomard,60.72,39.28
Sainte-Hélène,64.8,35.2
Saint-Jacut-les-Pins,66.48,33.52
Saint-Jean-Brévelay,59.89,40.11
Saint-Jean-la-Poterie,69.7,30.3
Saint-Laurent-sur-Oust,67.44,32.56
Saint-Léry,63.48,36.52
Saint-Malo-de-Beignon,52.29,47.71
Saint-Malo-des-Trois-Fontaines,53.82,46.18
Saint-Marcel,74.71,25.29
Saint-Martin-sur-Oust,67.03,32.97
Saint-Nicolas-du-Tertre,62.17,37.83
Saint-Nolff,76.6,23.4
Saint-Perreux,76.62,23.38
Saint-Philibert,71.81,28.19
Saint-Pierre-Quiberon,67.59,32.41
Saint-Servant-sur-Oust,67.36,32.64
Saint-Thuriau,74.82,25.18
Saint-Tugdual,61.46,38.54
Saint-Vincent-sur-Oust,70.9,29.1
Sarzeau,75.43,24.57
Sauzon,72.32,27.68
Séglien,70.19,29.81
Séné,80.14,19.86
Sérent,61.52,38.48
Silfiac,67.01,32.99
Le Sourn,71.41,28.59
Sulniac,69.28,30.72
Surzur,67.09,32.91
Taupont,67.22,32.78
Théhillac,65.81,34.19
Theix-Noyalo,73.9,26.1
Le Tour-du-Parc,67.16,32.84
Tréal,67.3,32.7
Trédion,63.12,36.88
Treffléan,66.75,33.25
Tréhorenteuc,54.32,45.68
La Trinité-Porhoët,63.66,36.34
La Trinité-sur-Mer,75.0,25.0
La Trinité-Surzur,67.11,32.89
Vannes,80.67,19.33
La Vraie-Croix,65.86,34.14
Le Bono,82.22,17.78
Sainte-Anne-d'Auray,73.19,26.81
Kernascléden,50.74,49.26
Aboncourt,37.57,62.43
Aboncourt-sur-Seille,44.44,55.56
Abreschviller,49.04,50.96
Achain,48.98,51.02
Achen,48.63,51.37
Adaincourt,43.94,56.06
Adelange,53.72,46.28
Ajoncourt,40.38,59.62
Alaincourt-la-Côte,34.38,65.63
Albestroff,53.58,46.42
Algrange,55.79,44.21
Alsting,49.13,50.87
Altrippe,50.21,49.79
Altviller,54.18,45.82
Alzing,52.24,47.76
Amanvillers,52.03,47.97
Amelécourt,29.87,70.13
Amnéville,46.65,53.35
Ancerville,29.45,70.55
Ancy-Dornot,67.02,32.98
Angevillers,61.5,38.5
Antilly,76.19,23.81
Anzeling,47.87,52.13
Apach,69.41,30.59
Arraincourt,37.36,62.64
Argancy,66.2,33.8
Arriance,47.37,52.63
Arry,52.7,47.3
Ars-Laquenexy,77.39,22.61
Ars-sur-Moselle,54.58,45.42
Arzviller,52.68,47.32
Aspach,59.09,40.91
Assenoncourt,61.43,38.57
Attilloncourt,57.53,42.47
Aube,42.25,57.75
Audun-le-Tiche,70.87,29.13
Augny,59.04,40.96
Aulnois-sur-Seille,63.64,36.36
Aumetz,55.98,44.02
Avricourt,35.4,64.6
Ay-sur-Moselle,55.83,44.17
Azoudange,40.0,60.0
Bacourt,40.58,59.42
Baerenthal,49.21,50.79
Bambiderstroff,46.37,53.63
Bannay,52.17,47.83
Le Ban-Saint-Martin,69.2,30.8
Barchain,43.42,56.58
Baronville,42.42,57.58
Barst,42.28,57.72
Bassing,38.16,61.84
Baudrecourt,37.38,62.62
Bazoncourt,61.29,38.71
Bébing,53.91,46.09
Béchy,52.68,47.32
Behren-lès-Forbach,63.57,36.43
Bellange,64.29,35.71
Bénestroff,51.49,48.51
Béning-lès-Saint-Avold,48.4,51.6
Berg-sur-Moselle,66.67,33.33
Bérig-Vintrange,50.77,49.23
Berling,53.38,46.62
Bermering,46.56,53.44
Berthelming,49.47,50.53
Bertrange,65.64,34.36
Berviller-en-Moselle,49.1,50.9
Bettange,41.74,58.26
Bettborn,46.5,53.5
Bettelainville,53.85,46.15
Betting,51.56,48.44
Bettviller,48.81,51.19
Beux,55.15,44.85
Beyren-lès-Sierck,65.4,34.6
Bezange-la-Petite,46.43,53.57
Bibiche,51.33,48.67
Bickenholtz,52.27,47.73
Bidestroff,53.16,46.84
Biding,38.92,61.08
Bining,45.57,54.43
Bioncourt,63.53,36.47
Bionville-sur-Nied,48.54,51.46
Belles-Forêts,41.45,58.55
Bisten-en-Lorraine,52.42,47.58
Bistroff,55.63,44.37
Bitche,60.18,39.82
Blanche-Eglise,59.38,40.63
Bliesbruck,45.56,54.44
Blies-Ebersing,54.97,45.03
Blies-Guersviller,56.3,43.7
Boucheporn,53.52,46.48
Boulange,61.51,38.49
Boulay-Moselle,46.4,53.6
Bourgaltroff,37.86,62.14
Bourdonnay,39.71,60.29
Bourscheid,40.66,59.34
Bousbach,51.37,48.63
Bousse,62.22,37.78
Bousseviller,64.56,35.44
Boust,69.16,30.84
Boustroff,57.47,42.53
Bouzonville,55.49,44.51
Bréhain,45.45,54.55
Breidenbach,45.99,54.01
Breistroff-la-Grande,66.2,33.8
Brettnach,49.49,50.51
Bronvaux,59.39,40.61
Brouck,46.67,53.33
Brouderdorff,48.66,51.34
Brouviller,47.81,52.19
Brulange,34.67,65.33
Buchy,50.85,49.15
Buding,48.96,51.04
Budling,41.8,58.2
Buhl-Lorraine,48.3,51.7
Burlioncourt,34.15,65.85
Burtoncourt,52.42,47.58
Cappel,42.05,57.95
Carling,39.34,60.66
Cattenom,62.65,37.35
Chailly-lès-Ennery,64.29,35.71
Chambrey,47.94,52.06
Chanville,33.33,66.67
Charleville-sous-Bois,54.11,45.89
Charly-Oradour,65.0,35.0
Château-Bréhain,62.79,37.21
Château-Rouge,42.45,57.55
Château-Salins,50.05,49.95
Château-Voué,50.82,49.18
Châtel-Saint-Germain,67.69,32.31
Chémery-les-Deux,52.58,47.42
Cheminot,50.13,49.87
Chenois,51.16,48.84
Chérisey,59.04,40.96
Chesny,65.98,34.02
Chicourt,56.25,43.75
Chieulles,64.53,35.47
Clouange,55.84,44.16
Cocheren,43.05,56.95
Coincy,68.45,31.55
Coin-lès-Cuvry,53.74,46.26
Coin-sur-Seille,68.27,31.73
Colligny-Maizery,55.95,44.05
Colmen,67.96,32.04
Condé-Northen,43.32,56.68
Conthil,48.28,51.72
Contz-les-Bains,64.04,35.96
Corny-sur-Moselle,58.46,41.54
Coume,50.0,50.0
Courcelles-Chaussy,61.75,38.25
Courcelles-sur-Nied,64.73,35.27
Craincourt,56.91,43.09
Créhange,45.07,54.93
Creutzwald,52.78,47.22
Cutting,45.07,54.93
Cuvry,64.85,35.15
Dabo,41.72,58.28
Dalem,50.99,49.01
Dalhain,34.48,65.52
Dalstein,42.7,57.3
Danne-et-Quatre-Vents,48.08,51.92
Dannelbourg,50.0,50.0
Delme,59.25,40.75
Denting,39.64,60.36
Desseling,38.33,61.67
Destry,61.54,38.46
Diane-Capelle,57.14,42.86
Diebling,55.88,44.12
Dieuze,54.65,45.35
Diffembach-lès-Hellimer,53.54,46.46
Distroff,56.38,43.62
Dolving,49.51,50.49
Domnom-lès-Dieuze,53.33,46.67
Donjeux,32.88,67.12
Donnelay,48.33,51.67
Ebersviller,42.82,57.18
Eblange,42.38,57.62
Eguelshardt,46.06,53.94
Eincheville,46.72,53.28
Elvange,51.69,48.31
Elzange,53.55,46.45
Enchenberg,53.01,46.99
Ennery,57.55,42.45
Entrange,68.16,31.84
Epping,47.06,52.94
Erching,42.46,57.54
Ernestviller,50.0,50.0
Erstroff,38.66,61.34
Escherange,67.59,32.41
Les Etangs,58.99,41.01
Etting,47.3,52.7
Etzling,53.73,46.27
Evrange,78.13,21.88
Failly,59.28,40.72
Falck,51.33,48.67
Fameck,67.3,32.7
Farébersviller,63.13,36.87
Farschviller,44.34,55.66
Faulquemont,50.97,49.03
Fénétrange,45.45,54.55
Fèves,56.11,43.89
Féy,68.36,31.64
Filstroff,50.78,49.22
Fixem,61.86,38.14
Flastroff,55.67,44.33
Fleisheim,56.96,43.04
Flétrange,43.03,56.97
Fleury,72.77,27.23
Flévy,56.11,43.89
Flocourt,58.23,41.77
Florange,58.23,41.77
Folkling,55.79,44.21
Folschviller,52.42,47.58
Fonteny,48.81,51.19
Fontoy,57.37,42.63
Forbach,57.5,42.5
Fossieux,52.78,47.22
Foulcrey,44.79,55.21
Fouligny,41.88,58.12
Foville,56.82,43.18
Francaltroff,45.33,54.67
Fraquelfing,38.18,61.82
Frauenberg,54.34,45.66
Freistroff,44.39,55.61
Frémery,23.08,76.92
Frémestroff,38.64,61.36
Fresnes-en-Saulnois,52.99,47.01
Freybouse,41.53,58.47
Freyming-Merlebach,45.12,54.88
Fribourg,43.14,56.86
Gandrange,53.79,46.21
Garrebourg,37.0,63.0
Gavisse,65.53,34.47
Gelucourt,48.51,51.49
Gerbécourt,36.21,63.79
Givrycourt,45.65,54.35
Glatigny,67.24,32.76
Goetzenbruck,53.83,46.17
Goin,50.26,49.74
Gomelange,50.99,49.01
Gondrexange,47.5,52.5
Gorze,55.14,44.86
Gosselming,47.55,52.45
Gravelotte,47.06,52.94
Grémecey,57.89,42.11
Gréning,45.83,54.17
Grindorff-Bizing,68.48,31.52
Grosbliederstroff,56.48,43.52
Gros-Réderching,43.62,56.38
Grostenquin,48.83,51.17
Grundviller,41.05,58.95
Guebenhouse,35.65,64.35
Guébestroff,50.0,50.0
Guéblange-lès-Dieuze,34.57,65.43
Le Val-de-Guéblange,46.15,53.85
Guébling,28.89,71.11
Guénange,56.33,43.67
Val-de-Bride,46.5,53.5
Guenviller,58.91,41.09
Guermange,55.36,44.64
Guerstling,70.55,29.45
Guerting,46.03,53.97
Guessling-Hémering,47.53,52.47
Guinglange,43.51,56.49
Guinkirchen,72.34,27.66
Guinzeling,34.04,65.96
Guntzviller,47.7,52.3
Haboudange,36.36,63.64
Hagen,75.33,24.67
Hagondange,59.17,40.83
Hallering,54.39,45.61
Halstroff,55.09,44.91
Basse-Ham,63.29,36.71
Ham-sous-Varsberg,45.65,54.35
Hambach,46.32,53.68
Hampont,54.0,46.0
Hangviller,40.4,59.6
Hannocourt,15.38,84.62
Han-sur-Nied,45.38,54.62
Hanviller,54.26,45.74
Haraucourt-sur-Seille,60.87,39.13
Hargarten-aux-Mines,42.16,57.84
Harprich,54.9,45.1
Harreberg,44.32,55.68
Hartzviller,42.54,57.46
Haselbourg,39.08,60.92
Haspelschiedt,44.64,55.36
Hattigny,49.04,50.96
Hauconcourt,50.16,49.84
Haut-Clocher,44.39,55.61
Havange,57.28,42.72
Hayange,52.46,47.54
Hayes,61.38,38.62
Hazembourg,52.17,47.83
Heining-lès-Bouzonville,65.43,34.57
Hellering-lès-Fénétrange,38.14,61.86
Hellimer,50.84,49.16
Helstroff,55.09,44.91
Hémilly,51.14,48.86
Héming,51.24,48.76
Henridorff,55.31,44.69
Henriville,41.33,58.67
Hérange,70.0,30.0
Hermelange,40.0,60.0
Herny,41.41,58.59
Hertzing,33.03,66.97
Hesse,48.09,51.91
Hestroff,51.67,48.33
Hettange-Grande,69.96,30.04
Hilbesheim,43.49,56.51
Hilsprich,42.76,57.24
Hinckange,46.45,53.55
Holacourt,69.05,30.95
Holling,39.34,60.66
Holving,43.41,56.59
Hombourg-Budange,51.94,48.06
Hombourg-Haut,49.14,50.86
Hommarting,44.08,55.92
Hommert,47.98,52.02
Honskirch,57.14,42.86
L'Hôpital,37.34,62.66
Hoste,43.24,56.76
Hottviller,51.92,48.08
Hultehouse,50.0,50.0
Hundling,42.97,57.03
Hunting,60.34,39.66
Ibigny,30.91,69.09
Illange,67.13,32.87
Imling,43.04,56.96
Inglange,56.0,44.0
Insming,46.3,53.7
Insviller,39.0,61.0
Ippling,48.31,51.69
Jallaucourt,56.96,43.04
Jouy-aux-Arches,61.43,38.57
Jury,61.25,38.75
Jussy,72.31,27.69
Juvelize,46.51,53.49
Juville,60.26,39.74
Kalhausen,36.99,63.01
Kanfen,75.34,24.66
Kappelkinger,43.78,56.22
Kédange-sur-Canner,51.3,48.7
Kemplich,43.21,56.79
Kerbach,55.42,44.58
Kerling-lès-Sierck,60.0,40.0
Kerprich-aux-Bois,34.12,65.88
Kirsch-lès-Sierck,68.94,31.06
Kirschnaumen,74.55,25.45
Kirviller,40.28,59.72
Klang,42.15,57.85
Knutange,50.97,49.03
Koenigsmacker,54.36,45.64
Haute-Kontz,58.5,41.5
Kuntzig,67.75,32.25
Lachambre,48.46,51.54
Lafrimbolle,39.84,60.16
Lagarde,52.8,47.2
Lambach,43.43,56.57
Landange,47.45,52.55
Landroff,44.44,55.56
Laneuveville-lès-Lorquin,43.94,56.06
Laneuveville-en-Saulnois,44.37,55.63
Langatte,41.18,58.82
Languimberg,58.25,41.75
Laning,48.55,51.45
Laquenexy,64.41,35.59
Laudrefang,64.32,35.68
Laumesfeld,31.25,68.75
Launstroff,57.55,42.45
Lelling,40.08,59.92
Lemberg,49.61,50.39
Lemoncourt,48.89,51.11
Lemud,46.67,53.33
Lengelsheim,52.83,47.17
Léning,50.28,49.72
Lesse,51.67,48.33
Lessy,80.04,19.96
Ley,77.61,22.39
Leyviller,42.91,57.09
Lezey,46.15,53.85
Lidrezing,29.79,70.21
Liederschiedt,87.5,12.5
Liéhon,45.83,54.17
Lindre-Basse,57.14,42.86
Lindre-Haute,57.14,42.86
Liocourt,59.42,40.58
Lixheim,36.36,63.64
Lixing-lès-Rouhling,50.31,49.69
Lixing-lès-Saint-Avold,52.39,47.61
Lhor,40.0,60.0
Lommerange,38.06,61.94
Longeville-lès-Metz,72.56,27.44
Longeville-lès-Saint-Avold,45.86,54.14
Lorquin,52.83,47.17
Lorry-lès-Metz,73.48,26.52
Lorry-Mardigny,49.87,50.13
Lostroff,28.3,71.7
Loudrefing,39.46,60.54
Loupershouse,52.41,47.59
Loutzviller,67.61,32.39
Louvigny,51.42,48.58
Lubécourt,31.82,68.18
Lucy,41.43,58.57
Luppy,49.15,50.85
Luttange,49.71,50.29
Lutzelbourg,45.26,54.74
Macheren,55.74,44.26
Mainvillers,54.39,45.61
Maizeroy,71.13,28.87
Maizières-lès-Metz,56.76,43.24
Maizières-lès-Vic,46.62,53.38
Malaucourt-sur-Seille,56.63,43.37
Malling,64.69,35.31
Malroy,60.74,39.26
Manderen,72.86,27.14
Manhoué,51.76,48.24
Manom,69.14,30.86
Many,48.99,51.01
Marange-Silvange,56.4,43.6
Marange-Zondrange,42.6,57.4
Marieulles,61.18,38.82
Marimont-lès-Bénestroff,41.94,58.06
Marly,68.16,31.84
Marsal,53.85,46.15
Marsilly,58.42,41.58
Marthille,47.93,52.07
La Maxe,61.65,38.35
Maxstadt,46.75,53.25
Mécleuves,63.92,36.08
Mégange,38.3,61.7
Meisenthal,63.41,36.59
Menskirch,36.99,63.01
Merschweiller,64.17,35.83
Merten,52.91,47.09
Métairies-Saint-Quirin,37.65,62.35
Metting,33.98,66.02
Metz,71.89,28.11
Metzeresche,56.83,43.17
